Frequency,Nominal,Min,Max
36268.214881753716,-1048.6191140966027,-1055.3567621890859,-1039.0643285686872
36472.87671008069,-1049.2273151004017,-1055.7992645014065,-1040.0033126524422
36678.69344675125,-1049.8163344663953,-1056.2302882319198,-1040.9040727647412
36885.67160892248,-1050.3871350898746,-1056.650322262056,-1041.7690593922173
37093.817750527814,-1050.9406153189275,-1057.05982798945,-1042.6005102920908
37303.1384624846,-1051.4776144054663,-1057.459241266881,-1043.4004739112634
37513.64037290278,-1051.9989174002128,-1057.8489741764856,-1044.1708296869456
37725.33014729477,-1052.505259558108,-1058.2294166556458,-1044.9133057134102
37938.214488786536,-1052.9973303115198,-1058.6009379890645,-1045.624507873834
38152.300138329825,-1053.4757768609338,-1058.963888179923,-1046.3083258312279
38367.593874915634,-1053.9412074262693,-1059.3185992115857,-1046.9695669699508
38584.102515788865,-1054.3941941963892,-1059.6653862100736,-1047.6094008023902
38801.83291666419,-1054.8352760096222,-1060.0045485164367,-1048.2289164855406
39020.79197194312,-1055.2649607940152,-1060.3363706771856,-1048.8291297221303
39240.98661493235,-1055.6837277925372,-1060.6611233601086,-1049.4109889507672
39462.42381806325,-1056.0920295954095,-1060.9790642020334,-1049.9753809104657
39685.11059311272,-1056.4902939991355,-1061.2904385944537,-1050.5231356532329
39909.05399142512,-1056.8789257095125,-1061.5954804123292,-1051.0550310685069
40134.26110413565,-1057.258307903951,-1061.8944126908666,-1051.571796974829
40360.73906239482,-1057.6288036666847,-1062.1874482546134,-1052.0741188269772
40588.495037594286,-1057.9907573089758,-1062.4747903027856,-1052.562641080645
40817.536241593916,-1058.3444955850775,-1062.756632954386,-1053.0379702515252
41047.869926950174,-1058.690328813582,-1063.0331617563336,-1053.5006777011008
41279.50338714575,-1059.028551912753,-1063.3045541575311,-1053.9513021775847
41512.44395682052,-1059.3594453575529,-1063.5709799515387,-1054.3903521370564
41746.69901200379,-1059.6832760652806,-1063.8326016902704,-1054.8183078669258
41982.27597034785,-1060.0002982160413,-1064.089575070932,-1055.2356234313181
42219.18229136288,-1060.3107540136473,-1064.342049298214,-1055.6427284557603
42457.42547665312,-1060.6148743919944,-1064.5901674235868,-1056.0400297666097
42697.01307015444,-1060.912879671481,-1064.8340666633815,-1056.427912898981
42937.95265837318,-1061.2049801695885,-1065.0738786972051,-1056.8067434854436
43180.2518706264,-1061.4913767693554,-1065.3097299481067,-1057.1768685364468
43423.918379283474,-1061.7722614491424,-1065.5417418457905,-1057.5386176222976
43668.95990000901,-1062.0478177767488,-1065.770031074077,-1057.8923039654874
43915.384192007165,-1062.3182213706914,-1065.9947098037042,-1058.2382254512743
44163.19905826735,-1062.5836403311791,-1066.215885911484,-1058.576665563634
44412.412345811324,-1062.8442356431144,-1066.4336631867445,-1058.907894252986
