Frequency,Nominal,Min,Max
14453.019818729243,0.000007508487517184092,0.000006011556772339212,0.000009396003025926385
14534.578325829496,0.0000076067931533130725,0.000006078161016914588,0.000009539899716261828
14616.597068241392,0.00000770796462402408,0.000006146511709964764,0.000009688476127502202
14699.078643076493,0.000007812116211774462,0.000006216671011764346,0.000009841942020285815
14782.025662101889,0.000007919368089767381,0.0000062887039405272136,0.00001000051933932762
14865.440751822887,0.00000802984669670293,0.000006362678534538974,0.00001016444308930507
14949.32655356619,0.00000814368514005298,0.000006438666025259326,0.000010333962286331138
15033.685723563527,0.000008261023630443943,0.000006516741022322732,0.000010509340992693855
15118.520933035761,0.000008382009949883394,0.000006596981711335457,0.000010690859443426743
15203.83486827748,0.000008506799956998964,0.0000066794700655584246,0.000010878815274283926
15289.63023074205,0.00000863555813267373,0.000006764292072586775,0.000011073524861895628
15375.909737127165,0.00000876845816988662,0.000006851537977267147,0.000011275324788110704
15462.676119460863,0.000008905683611948032,0.0000069413025422516866,0.000011484573442150778
15549.932125188037,0.000009047428543821382,0.000007033685327642142,0.000011701652775803948
15637.680517257433,0.00000919389834167632,0.0000071287909914119116,0.000011926970228942371
15725.924074209146,0.000009345310486486135,0.0000072267296123823795,0.000012160960844823514
15814.665590262586,0.00000950189544806073,0.0000073276170377597934,0.00001240438754965394
15903.907875404971,0.00000966389764672378,0.000007431575257435254,0.000012657575418043078
15993.6537554803,0.000009831576500647357,0.0000075387328074325505,0.00001292124749338547
16083.906072278829,0.000010005207567826511,0.00000764922520523654,0.000013195813303797286
16174.66768362706,0.000010185083792774929,0.000007763195419884466,0.000013481774002932891
16265.941463478233,0.000010371516869279887,0.000007880794380179882,0.000013779791083785838
16357.730302003334,0.000010564838731936365,0.000008002181524576702,0.000014090576254232968
16450.0371056826,0.000010765403190836992,0.000008127525396839725,0.00001441489620317625
16542.864797397564,0.00001097358772566801,0.000008257004291919265,0.000014753577915577131
16636.2163165236,0.000011189795457530649,0.000008390806957055213,0.000015107514611360038
16730.094619023006,0.000011414457319371941,0.000008529133353689635,0.000015477672395150085
16824.502677538592,0.000011648034448639885,0.000008672195486401285,0.000015865097717885312
16919.443481487822,0.0000118910208291287,0.000008820218305825279,0.000016270925768123374
17014.92003715746,0.000012143946212777905,0.000008973440693389933,0.000016696389930815563
17110.935367798775,0.000012407379356552356,0.000009132116536608614,0.00001714283247507943
17207.492513723268,0.00001268193161476391,0.000009296515904807344,0.000017611716661146996
17304.594532398936,0.000012968260933121788,0.000009466926336372554,0.000018104640490855632
17402.2444985471,0.000013267076297925153,0.000009643654250093416,0.00001862335236763126
17500.44550423976,0.000013579142702007037,0.000009827026494737965,0.00001916976898203383
17599.200658997488,0.000013905286698862811,0.000010017392052966462,0.00001974599580008874
17698.51308988793,0.000014246402627859583,0.000010215123917821557,0.000020354828038842753
17798.38594162477,0.000014603459607119118,0.00001042062116254961,0.00002101218880481067
17898.82237666736,0.000014977509406917292,0.000010634311227464929,0.000021709173777473438
17999.82557532083,0.000015369695335805103,0.000010856652450905619,0.000022449250558118275
18101.39873583679,0.00001578126229494379,0.000011088136875321528,0.000023236296650852194
18203.54507451462,0.000016213568184022057,0.000011329293364117181,0.000024074661707559816
18306.26782580329,0.00001666809687586331,0.000011580691070284684,0.00002496924144956928
18409.57024240381,0.000017146473017656106,0.000011842943304189578,0.000025925565886491183
18513.455595372194,0.000017650478966391158,0.000012116711855349729,0.00002694990513788761
18617.927174223052,0.000018182074226787863,0.00001240271183188742,0.00002804939705287421
18722.988287033757,0.000018743417834423006,0.00001270171709172847,0.000029232201984462725
18828.642260549186,0.000019336894218501315,0.00001301456635217424,0.0000305076916026816
18934.89244028707,0.000019965143192356514,0.000013342170079203785,0.000031886680651061026
19041.74219064391,0.00002063109486107404,0.000013685518275725666,0.000033381713241759
19149.194895001536,0.0000213380104124331,0.000014045689309348957,0.00003500741889094925
19257.253955834225,0.000022089529979544362,0.000014423859946011888,0.000036780958360171776
19365.922794816444,0.00002288972904442121,0.00001482131678711709,0.000038722585969386375
19475.204852931194,0.000023743185208561374,0.000015239469345791667,0.000040856364052221084
19585.103590578972,0.00002465505761278842,0.000015679865044334958,0.000043211077566628634
19695.62248768735,0.000025631181875047133,0.000016144206471959328,0.00004582141384711167
19806.765043821146,0.00002667818417334816,0.000016634371312141584,0.000048729495850153594
19918.53477829326,0.000027803619088331385,0.00001715243543594595,0.00005198688933265589
20030.9352302761,0.00002901613711283865,0.000017700699766025957,0.00005565724811121358
20143.96995891365,0.000030325689440301465,0.000018281721651549234,0.00005981982001444589
20257.64254343418,0.00003174377990474033,0.00001889835166475315,0.00006457411150308812
20371.95658326356,0.000033283776964277434,0.00001955377694555024,0.00007004609881224849
20486.915698139266,0.00003496130267652953,0.000020236305496562157,0.00007639646183327314
20602.523528224974,0.00003679472109800556,0.00002096031746712607,0.00008383135169624052
20718.78373422583,0.000038805755993889044,0.000021731869601508585,0.00009261604277598868
20835.699997504373,0.00004102027792677596,0.0000225555000134261,0.00010309111193517283
20953.276020197092,0.000043469314751016036,0.000023436332700559692,0.00011568870121160458
21071.515525331673,0.00004619035870520479,0.000024380174782675895,0.00013094111273279828
21190.422256944872,0.00004922906957489354,0.000025393633667188734,0.0001494617540357465
21309.999980201075,0.00005264150919848461,0.000026484259018200584,0.00017185330491094843
21430.25248151152,0.00005649709063511619,0.000027660715790131414,0.00019846626432711573
21551.1835686542,0.000060882487842148965,0.00002893299641784484,0.00022883461819200824
21672.79707089442,0.00006590682811221247,0.00003031268269083868,0.0002608368421608845
